epoch,acc,loss,val_acc,val_loss
0,0.19975580344197222,2.2066070729268485,0.22851562964206096,1.8311845571734011
1,0.19926740300087703,1.9175767146041833,0.22753906683647074,1.7779024093179032
2,0.1987790026507535,1.844407805301913,0.23535156738944352,1.7723492800723761
3,0.2122100161727386,1.7965332665577332,0.2607421930588316,1.7623417234281078
4,0.23760684249383626,1.7653956180381543,0.2773437557334546,1.7510578458895907
5,0.24273504737095955,1.750248805361644,0.2958984437282197,1.739217214169912
6,0.25201465698898345,1.7472880461568214,0.31640625653380994,1.7264636801555753
7,0.2752136810613348,1.7314345139432448,0.3203125069558155,1.714638621197082
8,0.2732600791150106,1.71517499841031,0.3154296941647772,1.704511972842738
9,0.28009768592714535,1.7104771834444505,0.32324219463043846,1.6922732804669067
10,0.29352869975843415,1.694813020645626,0.3349609450233402,1.683335030451417
11,0.29938950579754453,1.6814543246058462,0.3339843823632691,1.6768640942173079
12,0.3111111176938219,1.6761922249718317,0.3378906326397555,1.6689533140743151
13,0.3147741215387689,1.6652496395239171,0.3427734451397555,1.6648118188604712
14,0.3199023268707506,1.6648053911870506,0.34765625740692485,1.660014163586311
15,0.32991453743242954,1.6494451973755573,0.347656257552444,1.6529234441695735
16,0.33333334024718103,1.6442671592127855,0.35058594509609975,1.6463759317994118
17,0.35140415918768836,1.6282974186106625,0.35546875795989763,1.6406294266926125
18,0.3445665525211083,1.6217931853254781,0.34667969540168997,1.6356008836301044
19,0.34847375626820204,1.6163423671244992,0.3496093829307938,1.6331146990414709
20,0.3565323644468927,1.61565149208856,0.35644532067817636,1.6286905655870214
21,0.35873016705952576,1.6008184106795342,0.3574218827561708,1.6225605781655759
22,0.3626373707884252,1.5948082327988267,0.36328125798900146,1.6208092643646523
23,0.36190477004490784,1.5910715857413809,0.3593750082945917,1.6170715445186943
24,0.37582418469937295,1.5718646395191895,0.3632812584983185,1.6128714679507539
25,0.376068384838046,1.580633445973798,0.36132813325093593,1.6096449696924537
26,0.37435898324872696,1.5733131837641072,0.36816407114383765,1.606215188279748
27,0.3770451857566251,1.5675795103021886,0.36718750855652615,1.6042875511338934
28,0.3743589830485892,1.5632252188829274,0.37109375846921466,1.6011687495047227
29,0.38290599166837513,1.5547955723181457,0.3671875084837666,1.5984617475187406
30,0.3831501921527406,1.5528181565695776,0.367187508411007,1.598618535674177
31,0.387057395990806,1.55024601171596,0.36914063344011083,1.5970390237635002
32,0.3836385925392528,1.5485912759371,0.37011719595466275,1.595257101696916
33,0.39511600440602307,1.5381930209195949,0.36718750855652615,1.5933601637370884
34,0.39536020438094716,1.5517536062606234,0.3701171961729415,1.592413910839241
35,0.3938950032759935,1.5395949704888685,0.3720703212020453,1.5917301401495934
36,0.3978022070230873,1.5309380611657224,0.3691406335128704,1.5911671332432888
37,0.39731380630907703,1.5315591358148717,0.3691406335128704,1.5904234864283353
38,0.3938950027483578,1.54046615816298,0.37207032112928573,1.590343798394315
39,0.4009768104087448,1.5301367187092447,0.3710937586874934,1.5901818023412488
